"P0. Município","1. Tipo da Categoria. Especificar de acordo com os itens listados abaixo (caso o atrativo possua mais de uma categoria, registrar um formulário para cada categoria).","2. Situação. Selecionar opção ATIVO ou INATIVO.","3. Nome. Informar o nome pelo qual o atrativo é mais conhecido pela comunidade local ou visitantes.","4. Endereço. Informar com maior detalhamento possível (rua, número, bairro/distrito, CEP, telefone, site, e-mail).","5.1 Coordenadas (Lat). Informar a latitude geográfica do local em formato decimal (ex.: -8.173980914932773).","5.2 Coordenadas (Lon). Informar a longitude geográfica do local em formato decimal (ex.: -34.91794704663379).","6. DDD / Telefone. Informar o DDD + Telefone no padrão (XX) XXXXX-XXXX.","7. Outro Telefone. Informar um telefone adicional, se aplicável, no padrão (XX) XXXXX-XXXX.","8. Site. Informar o link de acesso ao site e/ou nomes dos perfis das redes sociais.","9. E-mail. Informar o e-mail do atrativo.","10. Capacidade de Atendimento Pessoas. Número máximo de pessoas que a instalação desportiva pode atender simultaneamente.","11. Área (m²). Informar a área total da instalação em metros quadrados.","12.1 Período de Funcionamento. Selecionar se a atividade é Permanente ou Temporada.","12.2 Período de Funcionamento. Marcar as opções aplicáveis para Finais de Semana e/ou Feriados e Festas.","12.2 Período de Funcionamento. Marcar as opções aplicáveis para Finais de Semana e/ou Feriados e Festas.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","12.3 Período de Funcionamento. Assinalar individualmente os meses em que há operação.","13.1 Funcionamento Dias/Horário. Atendimento 24 horas.","13.2 Funcionamento Dias/Horário. Dias úteis, turno 1, início (das).","13.3 Funcionamento Dias/Horário. Dias úteis, turno 1, fim (às).","13.4 Funcionamento Dias/Horário. Dias úteis, turno 2, início (das).","13.5 Funcionamento Dias/Horário. Dias úteis, turno 2, fim (às).","13.6 Funcionamento Dias/Horário. Finais de semana/feriados, turno 1, início (das).","13.7 Funcionamento Dias/Horário. Finais de semana/feriados, turno 1, fim (às).","13.8 Funcionamento Dias/Horário. Finais de semana/feriados, turno 2, início (das).","13.9 Funcionamento Dias/Horário. Finais de semana/feriados, turno 2, fim (às).","13.10 Funcionamento Dias/Horário. Observações e outros períodos.","14. Acesso Ponto de Referência. Informar um ponto de referência próximo à instalação.","15.1.1 Vias de Acesso a partir da localidade mais próxima. Informar o nome da localidade em referência.","15.1.2 Vias de Acesso a partir da localidade mais próxima. Informar rodovias, estradas vicinais e referências para chegar ao atrativo.","15.1.3 Estado de conservação do acesso a partir da localidade mais próxima. Bom: acesso em qualquer época. Regular: restringe uso em algum período. Ruim: dificulta o acesso.","15.1.4 Distância em km a partir da localidade citada; em caso de rodovia, informar a distância da rodovia até o atrativo.","15.2.1 Vias de Acesso a partir do Recife. Informar rodovias, estradas vicinais e referências para chegar ao atrativo.","15.2.2 Estado de conservação do acesso a partir do Recife. Bom: acesso em qualquer época. Regular: restringe uso em algum período. Ruim: dificulta o acesso.","15.2.3 Distância em km a partir do Marco Zero.","16. Distância da sede do Município (Km). Indique a distância da instalação até a sede do município.","17. Transporte. Informar o tipo de transporte mais utilizado desde a localidade em referência (ex.: ônibus intermunicipais, ônibus urbanos, carro de aluguel, transporte alternativo coletivo).","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","18. Equipamentos e Serviços. Selecione os equipamentos e serviços disponíveis na instalação.","19. Outros. Indicar outros equipamentos e serviços conforme a disponibilidade do estabelecimento.","20. Adaptações e Facilidades para Pessoas com Deficiência. Adaptado: estrutura adequada. Não Adaptado: sem adaptação. Semiadaptado: algumas adaptações, sem atender completamente os padrões.","21. Descreva as adaptações. Informar com maior detalhamento possível as adaptações existentes.","22. Pesquisador. Campo preenchido automaticamente com o usuário responsável pelo preenchimento do formulário.","23.1 Fonte. Informar de onde (pessoa ou órgão/entidade) as informações foram extraídas e inseridas nos campos anteriores.","23.2 Fonte. Incluir contatos, se disponíveis (ex.: nome do responsável, telefone, e-mail).","24. Pesquisador: ","Pesquisador","Nro. Identificação","Data Início","Data Fim","Latitude","Longitude"
"Manari ","Áreas Esportivas","ATIVO","MR ARENA SHOW","Sítio Umbuzeiro Doce, Andrelinos, Zona Rural, 56565000",85540,373849,"87998097156","87998097156","@mr_arena_show","marcelinhorodrigues963@gmail.com",4.000,3.080,"Permanente","Finais de Semana","Feriados e Festas","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","8:00","12:00","12:00","22:00","8:00","12:00","12:00","22:00","Funcionamento especial de acordo com o evento.","O povoado do Umbuzeiro Doce","Povoado do Umbuzeiro Doce","Segue pela estrada da Fazenda de Zé Carlos","Bom",1,"BR 232 até Arcoverde, PE 270 até Itaíba e PE 300 até Manari, segue por 5 km até a entrada do Umbuzeiro Doce e mais 2km pela estrada de chão.","Bom",355,7,"Carro, moto, à pé, bicicleta, cavalo, ônibus, entre outros.","Playground","Música Ambiente","Telão","Equipamento Som","Shows Folclóricos","Primeiros Socorros","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Sanitários",,,,,"Fácil acesso, mini campo iluminado, torneios e campeonatos com premiação e troféus, ambiente familiar, área de recreação e lazer.","Semiadaptado","Terraplanagem e fácil acesso.","Marciano Rodrigues de Oliveira","Marcelo Rodrigues de Oliveira - MR ARENA SHOW","87998097156","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3402102,24/05/2026 19:17:18,24/05/2026 19:39:21,-8.92769667,-37.64697333
"Manari ","Parques de Vaquejada/Cavalhada","ATIVO","Festa da promessa de José Gabriel","Sítio Salgado I",85717,373842,"87 99996-0567","87 99996-0567","999","999",1000,1200,"Permanente","Feriados e Festas",,"Janeiro","Setembro",,,,,,,,,,,"Sim","6:00","12:00","12:00","0:00","6:00","12:00","12:00","0:00","Somente nos dias da festa","PE 300, sentindo Inajá, primeira entrada à esquerda, descendo para a Lagoa da vaca.","Rodovia que liga Manari à Inajá, seguindo pela estrada da Lagoa da vaca.","Passa próximo a Nelinho de bidon, antes da igrejinha do Salgado.","Regular",1,"BR 232, PE 270, e PE 300.","Bom",355,2,"A pé, caminhão, carro, moto, bicicleta, cavalo e jumento.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Sanitários",,,,,,,,,,"Espaço e água para os animais, entrega de troféus e sorteios.","Não Adaptado",,"Marciano Rodrigues de Oliveira","Márcia Ferreira, Valdir Ferreira e José Gabriel e família.","87 99996-0567","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3393205,18/05/2026 18:36:22,18/05/2026 18:50:58,-8.95476667,-37.64506667
"Manari ","Academias em Espaços Públicos","ATIVO","Academia Fik Fit","Praça Nossa Senhora da Conceição, 32, Centro, 56565000",85747,373735,"87981106132","87981106132","@fikfitmanari","Não tem!",60,250,"Permanente","Finais de Semana","Feriados e Festas","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","5:30","10:00","14:00","21:00","6:00","10:00","Não funciona","Não funciona","As vezes funciona em horário reduzido nos fins de semana e feriados.","Próximo a igreja matriz","Igreja matriz Católica","Contornar a praça Nossa Senhora da Conceição","Bom",0,"BR 232, PE 270, e PE 300 até Manari","Bom",355,0,"A pé, moto e carro.","Música Ambiente","Equipamento Som","Primeiros Socorros","Equip. Iluminação","TV","Wi-fi","Sanitários","Chuveirões",,,,,,,,,,"Personais treinados, frigobar, variedade alta de máquinas para treinos superiores e inferiores de musculação, treinos e máquinas para treinos funcionais.","Não Adaptado",,"Marciano Rodrigues de Oliveira","Valéria - Academia Fik Fit","87 981106132","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3397230,21/05/2026 18:12:42,21/05/2026 18:39:20,-8.96355667,-37.62644667
"Manari ","Pista para Motocross","ATIVO","Mana off road","Chácara Acapulco, Rod PE 300, Zona Rural, 56565000",85746,373733,"87991088809","87996253152","@3manaoffroad_feminina","Não tem",200,3000,"Permanente","Feriados e Festas",,"Julho",,,,,,,,,,,,"Não","8:00","12:00","12:00","2:00","8:00","12:00","12:00","2:00","Passeios aleatórios","O Rancho Comedoria e Petiscaria","PE 300, e estrada de chão por cerca de 400 metros até a concentração.","Rodovia PE 300, próximo a entrada do Umbuzeiro Doce.","Bom",1,"BR 232, PE 270, e PE 300","Bom",355,4,"Moto, carro, à pé, bicicleta, ônibus, entre outros.","Piscina","Playground","Telão","Equipamento Som","Primeiros Socorros","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Sanitários","Chuveirões",,,,,"999","Semiadaptado","Rampa de acesso","Marciano Rodrigues de Oliveira","Maripaula Chaveiro de Oliveira","87991088809","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3395491,20/05/2026 16:16:11,20/05/2026 16:42:20,-8.95869667,-37.62382667
"Manari ","Pega de Boi no Mato","ATIVO","Pega de boi no mato no parque Padre Cícero","Sítio Cacimba Nova, S/N, Zona Rural, 56565000",85531,373529,"87981172439","87981172439","999","manemaneaboiado@gmail.com",1500,4800,"Permanente","Feriados e Festas",,"Abril",,,,,,,,,,,,"Sim","Desde 7:00 horas","12:00","12:00","Sem horário de acabar","Desde 7:00 da manhã","Meio dia","Meio dia","Sem horário de acabar","Somente nos dias da festa","Próximo a escola Paulo VI e Nequinho","Saindo da Rodovia PE 300, segue pela estrada da Lage Vermelha","Estrada da Lage Vermelha, na direção da Carnaúba.","Bom",5,"BR 232, PE 270, e PE 300","Bom",355,5,"Moto, cavalo, carro, entre outros.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Bar","Restaurante","Estacionamento",,,,,,,,,,,,"Espaço, agua e alimento para os animais e festa.","Adaptado","Espaço adequado com nivelamento e acesso para todos os públicos.","Marciano Rodrigues de Oliveira","Manoel Celestino de Oliveira","87981172439","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3388207,15/05/2026 12:14:45,15/05/2026 12:38:31,-8.92528000,-37.59152667
"Manari ","Parques de Vaquejada/Cavalhada","ATIVO","Parque de Vaquejada - Sítio Dona Luíza e Zé da grota","Sítio Salgado N° 120, Zona Rural, 56565000",85712,373817,"87991565007","87991565007","Não tem","Não tem",1500,5.000,"Permanente","Finais de Semana","Feriados e Festas","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","8:00","12:00","12:00","22:00","8:00","12:00","12:00","0:00","Aberto somente nos dias das festas","Às margens da rodovia PE 300","Rodovia PE 300","Pequena estrada de chão até o atrativo.","Bom",1,"BR 232 até Arcoverde, PE 270 até Itaíba, e PE 300 até Manari","Bom",355,1,"A cavalo, carro de boi, carro, moto, caminhão, à pé, etc.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Sanitários","Chuveirões",,,,,,,,,"Área coberta, passeio de cavalos.","Não Adaptado",,"Marciano Rodrigues de Oliveira","Vanildo José da Silva - parque de Vaquejada, Sítio Dona Luíza e Zé da grota","87991565007","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3402684,25/05/2026 12:05:06,25/05/2026 12:31:04,-8.95341333,-37.63799167
"Manari ","Outras atividades","ATIVO","Desfile de Carro de boi do bar de Eron","Sítio Garrote, 890, Zona Rural, 56565000",85756,373432,"87981283400","87981283400","@3_encontro_de_carro_de_boi_","Não tem",2.000,4.525,"Permanente","Finais de Semana","Feriados e Festas","Setembro",,,,,,,,,,,,"Sim","Não tem funcionamento","Não tem funcionamento","Não tem funcionamento","Não tem funcionamento","9:00","12:00","12:00","Sem horário pra terminar","Somente nos dias da festa","O campo do garrote","Segue por estrada de chão até o espaço da festa","Estrada do Sítio Serrinha e Sítio Mandaú.","Bom",1,"BR 232 até Arcoverde, PE 270 até Itaíba, e PE 300 até a entrada do Sítio Garrote, Manari.","Bom",355,8,"Moto, carro, à pé, cavalo, bicicleta, carro de boi, caminhão, entre outros.","Playground","Equipamento Som","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Gerador","Sanitários",,,,,,,,"Barracas, entrega de prêmios e troféus, café e almoço para o público geral, espaço amplo para as pessoas.","Não Adaptado",,"Marciano Rodrigues de Oliveira","Eron do Bar","87981283409","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3399044,22/05/2026 14:12:53,22/05/2026 14:34:44,-8.96548167,-37.57563000
"Manari ","Parques de Vaquejada/Cavalhada","ATIVO","Cavalgada de Nossa Senhora Aparecida","Sítio Cacimba Nova, S/N, Zona rural, 56565000",85612,373541,"87999393877","87999393877","@parquenossasenhoraaparecida","maria.ferreira.jk2018@gmail.com",400,1875,"Permanente","Feriados e Festas",,"Setembro",,,,,,,,,,,,"Sim","A partir de 8:00","Às 12:00","12:00","Sem horário de encerramento","A partir das 8:00","12:00","12:00","Sem horário de encerramento","Atendimento somente no período das festas","Próximo ao colégio antigo","Antiga Escola municipal","Saindo da PE 300, entra pela estrada do açude, à 5 minutos de automóveis.","Regular",3,"Rodovia 232, PE 279, e PE 300","Bom",355,5,"Moto, carro, van e cavalo.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento",,,,,,,,,,,"Espaço para a festa e local, água e ração para os animais.","Adaptado","Espaço adaptado com nivelamento.","Marciano Rodrigues de Oliveira","Ivanete Ferreira da Silva","87999393877","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3388205,15/05/2026 11:03:32,15/05/2026 11:32:36,-8.93667000,-37.59485000
"Manari ","Parques de Vaquejada/Cavalhada","ATIVO","Parque María Ferreira - Cavalgada de Márcia Ferreira","Sítio Salgado I",85717,373842,"87 99996-0567","87 99996-0567","999","999",6.000,1200,"Permanente","Feriados e Festas",,"Janeiro","Setembro",,,,,,,,,,,"Sim","6:00","12:00","12:00","00:00","6:00","12:00","12:00","00:00","Somente nos dias das festas","Perto de Nelinho de bidon","300 metros","Pela estrada da Lagoa da vaca","Regular",1,"BR 232, PE 270, e PE 300, Segue para Manari e depois pela estrada do Salgado I","Bom",355,2,"Cavalo, carro, moto, à pé, bicicleta, caminhão, entre outros.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Wi-fi","Bar","Restaurante","Estacionamento","Sanitários",,,,,,,,,,"Espaço e água para os animais, espaço para a festa, entrega de troféus, sorteios.","Não Adaptado",,"Marciano Rodrigues de Oliveira","Márcia Ferreira e Valdir Ferreira","87 99996-0567","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3393204,18/05/2026 18:13:44,18/05/2026 18:36:01,-8.95463667,-37.64511833
"Manari ","Pega de Boi no Mato","ATIVO","Pega de boi no mato do Parque Nossa Senhora Aparecida","Sítio Cacimba Nova, S/N, Zona Rural, 56565000",85612,373542,"87999393877","87999393877","@parquenossasenhoraaparecida","maria.ferreira.jk2018@gmail.com",450,1875,"Permanente","Feriados e Festas",,"Março",,,,,,,,,,,,"Sim","A partir das 8:00 horas","12:00","12:00","Sem horário de encerramento","A partir das 8:00 da manhã","12:00","12:00","Sem horário de encerramento","Atendimento somente nos dias de festas.","Próximo ao colégio antigo","Escola municipal da Cacimba Nova","Saindo da PE 300, pela estrada do açude Municipal","Regular",3,"BR 232, PE 270 e PE 300","Bom",355,5,"Carro, Cavalo, moto, van e a pé.","Equipamento Som","Equip. Iluminação","Shows Artísticos","Bar","Restaurante","Estacionamento",,,,,,,,,,,,"Espaço, água e ração para os cavalos, e área de dança.","Adaptado","Espaço adaptado com nivelamento","Marciano Rodrigues de Oliveira","Ivanete Ferreira da Silva","87999393877","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3388206,15/05/2026 11:32:50,15/05/2026 11:48:13,-8.93668333,-37.59485000
