"P0. Município","1. Tipo da Categoria. Especificar de acordo com os itens listados abaixo. Se o equipamento possuir mais de uma categoria, registrar um formulário para cada categoria.","2. Situação. Selecionar ATIVO ou INATIVO.","3. Nome. Informar o nome pelo qual o equipamento é mais conhecido pela comunidade local ou visitantes.","4. Endereço. Informar com o maior detalhamento possível, incluindo rua, número, bairro/distrito e CEP.","5.1 Coordenadas. Informar a latitude do local em formato decimal.","5.2 Coordenadas. Informar a longitude do local em formato decimal.","6. DDD / Telefone. Informar no padrão (XX) XXXXX-XXXX.","7. Outro Telefone. Informar telefone adicional, se aplicável, no padrão (XX) XXXXX-XXXX.","8. Site. Informar o link do site e/ou os nomes dos perfis das redes sociais.","9. E-mail. Informar o e-mail do equipamento.","10.1 Número de Funcionários. Informar o número de funcionários permanentes.","10.2 Número de Funcionários. Informar o número de funcionários temporários (diaristas).","11. Área. Informar a área total do estabelecimento em metros quadrados.","12.1 Capacidade de Atendimento. Informar o número total de mesas.","12.2 Capacidade de Atendimento. Informar o número total de pessoas atendidas simultaneamente.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.1 Especialidade. Tipo de restaurante. Selecionar os campos de acordo com a realidade do estabelecimento.","13.2 Especialidade. Especifique outro tipo de restaurante não listado.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.3 Especialidade. Tipo de culinária. Selecionar os campos de acordo com a realidade do estabelecimento.","13.4 Especialidade. Especifique outro tipo de culinária não listado.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.5 Especialidade. Pratos típicos pernambucanos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.6 Especialidade. Especifique outro prato típico pernambucano não listado.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.7 Especialidade. Petiscos. Selecionar os campos de acordo com a realidade do estabelecimento.","13.8 Especialidade. Especifique outro petisco não listado.","14.1 Período de Funcionamento. Selecionar se a atividade é permanente ou de temporada.","14.2 Período de Funcionamento. Marcar se funciona em finais de semana, feriados e/ou festas.","14.2 Período de Funcionamento. Marcar se funciona em finais de semana, feriados e/ou festas.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","14.3 Período de Funcionamento. Assinalar os meses em que há operação.","15.1 Funcionamento Dias/Horário. Atendimento 24 horas.","15.2 Funcionamento Dias/Horário. Dias úteis, turno 1, horário inicial.","15.3 Funcionamento Dias/Horário. Dias úteis, turno 1, horário final.","15.4 Funcionamento Dias/Horário. Dias úteis, turno 2, horário inicial.","15.5 Funcionamento Dias/Horário. Dias úteis, turno 2, horário final.","15.6 Funcionamento Dias/Horário. Finais de semana/feriados, turno 1, horário inicial.","15.7 Funcionamento Dias/Horário. Finais de semana/feriados, turno 1, horário final.","15.8 Funcionamento Dias/Horário. Finais de semana/feriados, turno 2, horário inicial.","15.9 Funcionamento Dias/Horário. Finais de semana/feriados, turno 2, horário final.","15.10 Funcionamento Dias/Horário. Observações e outros períodos.","16. Pesquisador. Campo preenchido automaticamente com o usuário responsável pelo preenchimento do formulário.","17.1 Fonte. Informar de onde, pessoa ou órgão/entidade, as informações foram extraídas.","17.2 Fonte. Informar os contatos da fonte, se disponíveis, como nome do responsável, telefone e e-mail.","11. Pesquisador: ","Pesquisador","Nro. Identificação","Data Início","Data Fim","Latitude","Longitude"
"Orocó ","Restaurantes","ATIVO","RESTAURANTE PANELA DE BARRO","Rua prefeito antônio de carvalho,173,cohab velha,centro,5617000.","(Pendencia)","Pendencia","87999461930","87999927810","@panella.de.barro.oroco","Não tem.",10,1,90,14,200,"Delivery","Self-service",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Outros",,,,,,,,,,,,,"Baião de 2,feijoada,churasco.","Outros",,,,,,,,,,,,,,,,"Figado,carne de sol,frango,linguiça.","Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"Sete dias de 08:00 as 14:00horas","Poliana marcia de souza","Dona do restalrente.","Poliana de souza,87 9996487902","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3369712,05/05/2026 09:04:00,05/05/2026 09:59:05,-8.61529333,-39.59973936
"Orocó ","Restaurantes","ATIVO","Esquina e sabor","Rua joaquin dantas,339,centro,5617000","Pendente","-B,6195910, -39.600273","87996506819","Não","@esquinae.sabor","Não",6,2,100,20,100,"Delivery","Self-service",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Buchada","Carne de sol com macaxeira","Outros",,,,,,,,,,,"Peixe frito,munguzar ,sopa,caldo de mocoto,feijoada.","Caldinhos","Espetinho",,,,,,,,,,,,,,,,"Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"Terça a domingo das 08:00 as 22:00 horas","Genildo dos santos nascimento","Dono do estabelecimento.","87996803158","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3369713,05/05/2026 10:01:58,05/05/2026 10:42:26,-8.61611081,-39.60038812
"Orocó ","Restaurantes","ATIVO","Restaurante saber da terra.","Avenida São Sebastião, 278,centro,56.170.000","8.614241",",-39.599603","87999058833","87996149066","Não","Não",4,1,80,5,60,"Delivery","Self-service",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Outros",,,,,,,,,,,,,"Feijoada,galinha caipira,peixe.","Outros",,,,,,,,,,,,,,,,"Figado.","Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"6 dias de 07:00 as 14:00horas.","Maria Ilda Ribeiro da Silva.","Dona de estabelecimento","87999057823","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3369714,05/05/2026 10:57:24,05/05/2026 11:09:05,-8.62068737,-39.59918649
"Orocó ","Bares","ATIVO","Bacanas","Avenida prefeito ulises de novas biones.","8.617108","-39.591148","87995008890","Não","Não","Não",5,2,70,30,60,"À la carte",,,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Outros",,,,,,,,,,,,,,"Espetinho, cupim,frango,coração, baião,macaxeira, caldo.","Caldinhos","Espetinho",,,,,,,,,,,,,,,,"Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"Teça a sabado 19:00 as 23:00 horas","Dono do estabecimento.","José chirlan de meneses silva.","87999508899","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3372686,06/05/2026 20:26:54,06/05/2026 20:39:01,-8.61842480,-39.60164683
"Orocó ","Churrascaria","ATIVO","Churascaria menino jesus.","Avenida central ,70, br 428 , 56.170.000","Erica fabiola barbosa dos santos","87996692525","999","999","999","999",15,10,400,24,200,"À la carte","Delivery",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Carne de sol com macaxeira","Galinha de cabidela",,,,,,,,,,,,,"Caldinhos","Carne de sol acebolada","Linguiça de bode",,,,,,,,,,,,,,,"Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","Sim 7 dias 06:00horas","22:00horas","7dias 14:00horas","22:00horas","7 dias 06:00 horas","7 dias 14:00horas","7 dias 14:00horas","22:00 horas","999","Erica fabiola barbosa de solsa","Dona do estabelecimento","87 996692525","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3377004,09/05/2026 11:15:39,09/05/2026 11:30:28,-8.61434399,-39.60427799
"Orocó ","Bares","ATIVO","Drinks Bar","Rua prefeito ulices de novas biones,centro,807,Orocó,56.170.000.","-8.618582","-39.594784","87999461927","879996545655","@drinkisbar","999",6,1,100,40,100,"À la carte","Delivery",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Carne de sol com macaxeira","Outros",,,,,,,,,,,,"Baião, cuscuz,tropeiro.","Caldinhos","Carne de sol acebolada","Espetinho","Macaxeira frita","Queijo coalho na brasa","Tripa frita",,,,,,,,,,,,"Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"6 dias de 18:00 as 00:00hras","Maike saelly de souza vasconcelos","Dono estabelecimento.","87996555655","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3377743,09/05/2026 17:58:06,09/05/2026 18:22:15,-8.61670760,-39.60334442
"Orocó ","Restaurantes","ATIVO","Restaurante chapa quente","Avenida Prefeito Ulisses de Novaes Bione, 236","8619404","39600806","87991356493","87996572403","@chapaquente2014","adrianabarbosaoroco@gmail.com",3,2,999,20,80,"À la carte","Delivery",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Carne de sol com macaxeira","Cozido pernambucano","Peixada pernambucano",,,,,,,,,,,,"Carne de sol acebolada","Espetinho","Linguiça de bode","Macaxeira frita","Outros",,,,,,,,,,,,"999","Permanente","Feriados e festas",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","Segunda a sexta de 07:00 as 15:30","Café e almoço","999","999","999","999","07;00 as 15:30","999","999","Catarina","Adriana Barbosa","87998194845","Catarina Bezerra de Menezes | 1342687289","Catarina Bezerra de Menezes | 1342687289",3379159,11/05/2026 09:30:49,11/05/2026 09:42:16,-8.61940340,-39.60079270
"Orocó ","Bares","ATIVO","Espetinho bombolado","Avenida josé agra neto,645,,cohab, 56.170.000","8.615808,","-39.606077","87999026449","999","999","999",5,999,1,18,250,"À la carte","Delivery",,,,,,,"Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Outros",,,,,,,,,,,,,,"Espetinho, farofa, macaxeira, vinagrete.","Caldinhos","Espetinho",,,,,,,,,,,,,,,,"Permanente","Finais de semana",,"Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Sim",,,,,,,,,"4 dias de 18:00 a 23:00 horas","Simone oliveira gonçalves Brandárão","Proprietaria","87999861091","Wylyana Dias dos Santos | 1295901459 ","Wylyana Dias dos Santos | 1295901459",3385799,14/05/2026 10:12:14,14/05/2026 10:25:40,-8.61303277,-39.60077385
"Trindade","Restaurantes","ATIVO","Gilda's Restaurante","Margens da Br 316, Trindade-PE,  56.250-000","-7.7735366","-40.252155","+55 87 96040-421","R/N","https://www.instagram.com/gildasrestaurante?igsh=MXZwNzY5NTVpcnNqNw==","R/N",5,0,120,8,20,"Delivery","Self-service","Outros",,,,,"Costela saborosa e um excelente almoço.","Pernambucana",,,,,,,,,,,,,,,,,,,,,,,"Bode","Carne de sol com macaxeira","Cozido pernambucano","Outros",,,,,,,,,,,"Comidas simples de restaurante, especialista em costela saborosa","Caldinhos","Macaxeira frita","Outros",,,,,,,,,,,,,,"Picadinho de Bife e frango, bife na cebola, baião saboroso, peixe frito, saladas da gildas, e muito outros postiços e comidas típicas.","Permanente","Finais de semana","Feriados e festas","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","Segunda a sábado das 8:00h as 17:h","Funciona normal nas semanas e finais de semanas","Sábados 08:00h às 12:00h","Fechas as 17 horas no horário comercial","Apenas nos sábados até meio dia","As vezes no domingos até meio dia.","R/n","R/N","Funciona apenas nos horários comercial","C. Anderson dos Santos Oliveira","Populares, ida ao local e internet.","Gilda's,  +55 87 96040-421","CICERO ANDERSON DOS SANTOS OLIVEIRA | 1295889182 ","CICERO ANDERSON DOS SANTOS OLIVEIRA | 1295889182",3387824,15/05/2026 12:35:41,15/05/2026 13:05:33,-7.76495167,-40.25910167
"Manari ","Restaurantes","ATIVO","O Rancho Comedoria e Petiscaria","Sítio Umbuzeiro Doce, Zona Rural, 56565000","8°56'31'S","37°38'59'W","87996623207","87999312396","@orancho_123","ricardomariana82@gmail.com",3,2,1200,20,100,"Self-service","Outros",,,,,,"Porções individuais e pratos feitos","Pernambucana","Outros",,,,,,,,,,,,,,,,,,,,,"Comida caseira, gastronomia regional","Buchada","Carne de sol com macaxeira","Chambaril","Mão-de-vaca","Sarapatel","Outros",,,,,,,,,"Feijoada, feijão tropeiro, peixe frito, churrasco, pirão, cuscuz, Xerém, galinha capoeira.","Caldinhos","Carne de sol acebolada","Chambaril","Escondidinho de charque","Macaxeira frita","Queijo coalho na brasa","Sarapatel","Tripa frita",,,,,,,,,,"Permanente","Finais de semana","Feriados e festas","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro","Não","9:00","12:00","12:00","18:00","9:00","13:00","13:00","20:00","Não abre de segunda a quinta-feira","Marciano Rodrigues de Oliveira","Ricardo Vieira Malta - O Rancho Comedoria e Petiscaria","87996623207","Marciano Rodrigues de Oliveira | 1323221000","Marciano Rodrigues de Oliveira | 1323221000",3390549,16/05/2026 19:32:12,16/05/2026 19:55:16,-8.94201667,-37.64964333
